question_id,display_id,stem_markdown_preview,curriculum_theme_model,knowledge_unit_model,skill_tags_model,primary_knowledge_model,primary_confidence,runner_up_primary,classification_margin,tag_evidence,primary_knowledge_teacher,secondary_knowledge_model,difficulty_model,difficulty_teacher,difficulty_basis,ability_tags_model,teaching_tag_model,error_prone_points_model,review_status,review_notes
exam_7bee64bb5191_q016,EXAM-7BEE64BB5191-Q016,### 16. 已知函数 $F(x) = \mathrm{e}^{x - 1} + \frac{1}{3} x$ ， $G(x) = -x + m\sin x ,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.946,导数与微分·求导运算·基本函数求导,0.813,切线方程；切线方程；切线；切线,,,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_ed507f8efdc5_q001,EXAM-ED507F8EFDC5-Q001,"### 1. 曲线 $y = \frac{e^x}{x + 1}$ 在点 $\left(1, \frac{e}{2}\right)$ 处的切线方程为（） A. ",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.946,导数与微分·求导运算·基本函数求导,0.813,切线方程；切线方程；切线；切线,,,3,,model_estimated,运算求解；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_ed507f8efdc5_q002,EXAM-ED507F8EFDC5-Q002,### 2. 若 $f(x) = ax^{4} + bx^{2} + c$ 满足 $f'(1) = 2$ ，则 $f'(-1) =$ A. -4 B. -2 C,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.806,函数综合·函数性质·奇偶性与周期性,0.271,求导；导数符号,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_ed507f8efdc5_q003,EXAM-ED507F8EFDC5-Q003,"### 3. 曲线 $y = x\mathrm{e}^{x} - x$ 在点 $P$ 处切线的斜率为-1，则 $P$ 的坐标为（） A. $(-1, -1)$ ",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.736,导数与微分·求导运算·基本函数求导,0.268,切线；斜率,,,3,,model_estimated,数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_ed507f8efdc5_q004,EXAM-ED507F8EFDC5-Q004,### 4. 设 $f(x)$ 、 $g(x)$ 分别是定义在R上的奇函数和偶函数，当x<0时， $f'(x)g(x)+f(x)g'(x)>0$ 。且 $g(-,T2函数,U2.1 函数概念与性质（单调/奇偶/周期）,函数奇偶性；函数周期性；函数对称性,函数综合·函数性质·奇偶性与周期性,0.852,导数与微分·求导运算·基本函数求导,0.364,函数奇偶性；函数奇偶性,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_ed507f8efdc5_q005,EXAM-ED507F8EFDC5-Q005,"### 5. 已知函数 $f(x) = ae^{x} - \ln x$ 在区间(1,2)上单调递增，则 $a$ 的最小值为（）. A. $e^{2}$ B. e",T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.835,导数应用·单调性·判断单调区间,0.192,最大/最小值；最大/最小值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_ed507f8efdc5_q006,EXAM-ED507F8EFDC5-Q006,### 6. 已知函数 $f(x)$ 是定义在 $R$ 上的偶函数， $f'(x)$ 是 $f(x)$ 的导函数， $f(x) + f'(x) = 2\math,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.856,函数综合·函数性质·奇偶性与周期性,0.312,求导；求导；导数符号；导数符号,,T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,3,,model_estimated,运算求解；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_ed507f8efdc5_q007,EXAM-ED507F8EFDC5-Q007,"### 7. 已知 $a = \sin 0.5, b = 3^{0.5}, c = \log_{0.3} 0.5$ ，则 $a, b, c$ 的大小关系是（） ",T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.737,导数与微分·求导运算·基本函数求导,0.271,导数符号与单调；解析包含导数方法,,,3,,model_estimated,运算求解；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_ed507f8efdc5_q008,EXAM-ED507F8EFDC5-Q008,"### 8. 已知定义在 $R$ 上的函数 $f(x)$ 的导数为 $f'(x), f(1) = \mathrm{e}$ , 且对任意的 $x$ 满足 $f'(",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.857,导数应用·不等式证明·构造函数证明,0.314,导数符号；导数符号；导数,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_ed507f8efdc5_q009,EXAM-ED507F8EFDC5-Q009,"### 9. 过点 $(-1, -1)$ 且与曲线 $y = 3x^{3} + 2$ 相切的直线方程可能为（） A. $8x - y + 7 = 0$ B. $",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.946,导数与微分·求导运算·基本函数求导,0.81,切线方程；相切/切点；相切/切点；切线,,,3,,model_estimated,运算求解；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_ed507f8efdc5_q010,EXAM-ED507F8EFDC5-Q010,### 10. 已知 $0 < x_{1} < x_{2} < 1$ ，则下列不等式恒成立的是（） A. $x_{2} \cdot e^{x_{1}} > x_,T7导数,U7.5 导数与不等式证明,构造函数；导数证明不等式；极值点偏移,导数应用·不等式证明·构造函数证明,0.906,导数应用·单调性·判断单调区间,0.591,不等式证明；恒成立；不等式；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_ed507f8efdc5_q011,EXAM-ED507F8EFDC5-Q011,### 11. 已知函数 $f(x) = \frac{\ln(e^x + 1)}{x}$ ，则下列结论中正确地是( ) A. 当 $x < 0$ 时， $f(x,T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.878,导数与微分·求导运算·基本函数求导,0.554,导数符号与单调；导数符号与单调；解析包含导数方法,,,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_ed507f8efdc5_q012,EXAM-ED507F8EFDC5-Q012,"### 12. 已知函数 $f(x) = \ln x + x^2 + ax$ 的单调递减区间为 $\left(\frac{1}{2}, 1\right)$ ，则",T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.878,导数与微分·求导运算·基本函数求导,0.554,导数符号与单调；导数符号与单调；解析包含导数方法,,,3,,model_estimated,运算求解；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_ed507f8efdc5_q013,EXAM-ED507F8EFDC5-Q013,"### 13. 定义在R上的函数 $f(x)$ 的导函数为 $f'(x)$ ，且有 $f(-3) = -12, f(-x) + f(x) = 0$ ，且对任意 ",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.885,函数综合·函数性质·奇偶性与周期性,0.474,求导；导数符号；导数符号,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_ed507f8efdc5_q014,EXAM-ED507F8EFDC5-Q014,"### 14. 已知对任意 $x_{1}, x_{2} \in (0, +\infty)$ ，且当 $x_{1} < x_{2}$ 时，都有 $\frac{a(",T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.688,导数应用·不等式证明·构造函数证明,0.0,导数符号与单调；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_ed507f8efdc5_q015,EXAM-ED507F8EFDC5-Q015,### 15. 已知函数 $f(x) = \frac{e^x - a}{x} - a\ln x (a \in R)$ . (1)求曲线 $y=f(x)$ 在点 ,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.888,导数应用·单调性·判断单调区间,0.487,切线方程；切线方程；切线；切线,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_ed507f8efdc5_q016,EXAM-ED507F8EFDC5-Q016,### 16. 已知函数 $f(x) = a(\mathrm{e}^{x} + a) - x$ . (1)讨论 $f(x)$ 的单调性; (2)证明：当a>0时,T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.831,导数应用·不等式证明·构造函数证明,0.352,导数符号与单调；函数单调性；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_f6e940cd31a8_q001,EXAM-F6E940CD31A8-Q001,"### 1. 已知函数 $f(x) = (2x + 1)\mathrm{e}^x, f'(x)$ 为 $f(x)$ 的导函数，则 $f'(0)$ 的值为 A. ",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.923,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,求导；导数符号,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_f6e940cd31a8_q002,EXAM-F6E940CD31A8-Q002,### 2. 函数 $y = f(x)$ 的导函数 $y = f'(x)$ 的图像如图所示，则函数 $y = f(x)$ 的图象可能是 ![](assets/3,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.923,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,求导；导数符号,,,3,,model_estimated,数形结合,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_f6e940cd31a8_q003,EXAM-F6E940CD31A8-Q003,"### 3. 曲线 $y = 2\sin x + \cos x$ 在点 $(\pi, -1)$ 处的切线方程为 A. $x - y - \pi - 1 = 0$",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.949,函数综合·函数性质·奇偶性与周期性,0.9,切线方程；切线,,,3,,model_estimated,运算求解；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_f6e940cd31a8_q004,EXAM-F6E940CD31A8-Q004,### 4. 设 $f(x) = x - \sin x$ ，则 $f(x) =$ A. 既是奇函数又是减函数 B. 既是奇函数又是增函数 C. 是有零点的减函数,T2函数,U2.1 函数概念与性质（单调/奇偶/周期）,函数奇偶性；函数周期性；函数对称性,函数综合·函数性质·奇偶性与周期性,0.779,导数应用·零点问题·函数零点个数,0.385,函数奇偶性；三角函数性质,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_f6e940cd31a8_q005,EXAM-F6E940CD31A8-Q005,### 5. 设函数 $f'(x)$ 是奇函数 $f(x) (x \in \mathbf{R})$ 的导函数， $f(-1) = 0$ ，当 $x > 0$ 时,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.803,函数综合·函数性质·奇偶性与周期性,0.017,求导；导数符号；导数符号,,T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,3,,model_estimated,分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_f6e940cd31a8_q006,EXAM-F6E940CD31A8-Q006,"### 6. 若 $a > 0, b > 0$ ，且函数 $f(x) = 4x^{3} - ax^{2} - 2bx + 2$ 在 $x = 1$ 处有极值，则",T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.672,导数应用·极值与最值·求极值,0.111,最大/最小值,,,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_f6e940cd31a8_q007,EXAM-F6E940CD31A8-Q007,"### 7. 已知函数 $f(x) = ae^x - \ln x$ 在区间(1,2)上单调递增，则 $a$ 的最小值为 A. $e^2$ B. $e$ C. $",T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.835,导数应用·单调性·判断单调区间,0.192,最大/最小值；最大/最小值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_f6e940cd31a8_q008,EXAM-F6E940CD31A8-Q008,"### 8. 已知 $a \in \mathbf{R}$ ，设函数 $f(x) = \begin{cases} x^2 - 2ax + 2a, & x,, 1,",T7导数,U7.5 导数与不等式证明,构造函数；导数证明不等式；极值点偏移,导数应用·不等式证明·构造函数证明,0.922,导数应用·极值与最值·求最值,0.677,不等式证明；恒成立；恒成立；不等式,,T7导数·U7.4 导数与极值/最值·利用导数求最值,3,,model_estimated,分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_f6e940cd31a8_q009,EXAM-F6E940CD31A8-Q009,### 9. 设函数 $f(x)$ 的定义域为 $\mathbf{R}$ ， $x_0(x_0 \neq 0)$ 是 $f(x)$ 的极大值点，以下结论一定正确,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.832,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,极大/极小值,,,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_f6e940cd31a8_q010,EXAM-F6E940CD31A8-Q010,"### 10. 已知函数 $f(x) = 2^x$ ， $g(x) = x^2 + ax$ （其中 $a \in R$ ）。对于不相等的实数 $x_1, x_2",T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.707,导数应用·单调性·判断单调区间,0.222,极大/极小值,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_f6e940cd31a8_q011,EXAM-F6E940CD31A8-Q011,### 11. 设函数 $f(x) = 2x^{3} - 3ax^{2} + 1$ ，则 A. 当 $a > 1$ 时， $f(x)$ 有三个零点 B. 当 $,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.817,导数应用·零点问题·函数零点个数,0.096,极大/极小值；极大/极小值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_f6e940cd31a8_q012,EXAM-F6E940CD31A8-Q012,### 12. 曲线 $y = \ln |x|$ 过坐标原点的两条切线的方程为 \_\_\_\_，\_\_\_\_。,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.821,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,切线,,,3,,model_estimated,运算求解；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_f6e940cd31a8_q013,EXAM-F6E940CD31A8-Q013,"### 13. 若函数 $f(x) = 2x^{3} - ax^{2} + 1 (a \in R)$ 在 $(0, +\infty)$ 内有且只有一个零点，则 ",T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.817,导数应用·零点问题·函数零点个数,0.096,最大/最小值；最大/最小值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_f6e940cd31a8_q014,EXAM-F6E940CD31A8-Q014,### 14. 设函数 $f(x) = e^{x}(2x - 1) - ax + a$ ，其中 $a < 1$ ，若存在唯一的整数 $x_{0}$ ，使得 $f,T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.822,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,导数符号与单调,,,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_f6e940cd31a8_q015,EXAM-F6E940CD31A8-Q015,"### 15. 设函数 $f(x)=[ax^{2}-(4a+1)x+4a+3]e^{x}$ . (1)若曲线 $y = f(x)$ 在点 $(1, f(1))$",T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.915,导数与微分·求导运算·基本函数求导,0.64,极大/极小值；极大/极小值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_f6e940cd31a8_q016,EXAM-F6E940CD31A8-Q016,### 16. 已知函数 $f(x) = \frac{1}{x} - x + a\ln x$ . (1)讨论 $f(x)$ 的单调性; (2)若 $f(x)$ ,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.91,导数应用·单调性·判断单调区间,0.611,极值点；极值点；函数极值；函数极值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_e34ad4ed1933_q001,EXAM-E34AD4ED1933-Q001,### 1. 若 $f(x) = \frac{1}{1 + 2x}$ ，则 $f(x)$ 在 $x = 0$ 处的瞬时变化率为（） A. 1 B. -1 C. ,T7导数,U7.1 导数概念与几何意义（切线）,平均变化率；瞬时变化率；导数定义,导数与微分·导数定义·平均变化率与瞬时变化率,0.854,导数与微分·求导运算·基本函数求导,1.0,瞬时变化率,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
