question_id,display_id,priority,confidence,primary_confidence,classification_margin,runner_up,primary_knowledge,secondary_knowledge,ability_tags,difficulty,difficulty_basis,flags,stem_preview
exam_f6e940cd31a8_q013,EXAM-F6E940CD31A8-Q013,high,0.839,0.817,0.096,导数应用·零点问题·函数零点个数,导数应用·极值与最值·求最值,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；classification_margin_low；casework_ability_missing,"### 13. 若函数 $f(x) = 2x^{3} - ax^{2} + 1 (a \in R)$ 在 $(0, +\infty)$ 内有且只有一个零点，则 $f(x)$ 在 $[-1, 1]$ 上的最大值与最小值的和为 \_\_\_\_"
exam_f6e940cd31a8_q014,EXAM-F6E940CD31A8-Q014,high,0.844,0.822,1.0,导数与微分·导数定义·平均变化率与瞬时变化率,导数应用·单调性·判断单调区间,,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,### 14. 设函数 $f(x) = e^{x}(2x - 1) - ax + a$ ，其中 $a < 1$ ，若存在唯一的整数 $x_{0}$ ，使得 $f(x_{0}) < 0$ ，则 $a$ 的取值范围是 \_\_\_\_.
exam_f6e940cd31a8_q015,EXAM-F6E940CD31A8-Q015,high,0.925,0.915,0.64,导数与微分·求导运算·基本函数求导,导数应用·极值与最值·求极值,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,"### 15. 设函数 $f(x)=[ax^{2}-(4a+1)x+4a+3]e^{x}$ . (1)若曲线 $y = f(x)$ 在点 $(1, f(1))$ 处的切线与 x 轴平行，求 a； (2)若 $f(x)$ 在 x=2 处取得极"
exam_e34ad4ed1933_q006,EXAM-E34AD4ED1933-Q006,medium,0.796,0.792,0.778,函数综合·函数性质·奇偶性与周期性,导数应用·极值与最值·求极值,,逻辑推理；分类讨论,3,model_estimated,unreviewed；confidence_below_0.8,"### 6. 若函数 $f(x) = \frac{1}{2} x + \cos x$ 在 $x \in [0, a]$ 上存在唯一的极大值点，则实数 $a$ 的取值范围为（） A. $\left(\frac{\pi}{6}, \frac{1"
exam_e34ad4ed1933_q008,EXAM-E34AD4ED1933-Q008,medium,0.761,0.755,1.0,导数与微分·导数定义·平均变化率与瞬时变化率,导数与微分·求导运算·基本函数求导,,运算求解,3,model_estimated,unreviewed；confidence_below_0.8,"### 8. 已知 $a = \frac{\ln 4}{4}, b = \frac{1}{\mathrm{e}}, c = \frac{2}{3} \ln \frac{3}{2}$ ，则 $a, b, c$ 的大小关系为（） A. $a >"
exam_e34ad4ed1933_q009,EXAM-E34AD4ED1933-Q009,medium,0.726,0.713,0.2,导数应用·不等式证明·构造函数证明,导数应用·单调性·判断单调区间,,运算求解,3,model_estimated,unreviewed；confidence_below_0.8；primary_confidence_low,### 9. 已知函数 $f(x) = \mathrm{e}^{x} - \mathrm{e}^{-x} - 2\cos x$ ，则（） A. $f(0) = -2$ B. $f^{\prime}(x) = \mathrm{e}^{x} +
exam_e34ad4ed1933_q010,EXAM-E34AD4ED1933-Q010,medium,0.799,0.796,0.05,导数应用·极值与最值·求极值,导数与微分·切线方程·求切线,T7导数·U7.4 导数与极值/最值·利用导数求最值,运算求解；数形结合,3,model_estimated,unreviewed；confidence_below_0.8；classification_margin_low,"### 10. 已知 $a \in \mathbf{R}$ ，函数 $f(x) = ax^3 + 2x + 1$ 有两个极值点 $x_1, x_2$ ，则（） A. $a$ 是负数 B. $x_1 + x_2 \neq 0$ C. 函数 $"
exam_e34ad4ed1933_q011,EXAM-E34AD4ED1933-Q011,medium,0.838,0.819,0.106,导数应用·单调性·判断单调区间,导数应用·零点问题·函数零点个数,T7导数·U7.3 导数与函数单调性·导数符号判断,运算求解；数形结合,3,model_estimated,unreviewed；classification_margin_low,"### 11. 对于函数 $f(x) = \frac{x}{\ln x}$ ，下列说法正确的是（） A. $f(x)$ 在 $(0, e)$ 上单调递减，在 $(e, +\infty)$ 上单调递增 B. $f(\pi) < f(2)$ C"
exam_e34ad4ed1933_q013,EXAM-E34AD4ED1933-Q013,medium,0.749,0.714,0.0,导数应用·极值与最值·求最值,导数应用·极值与最值·求极值,T7导数·U7.3 导数与函数单调性·导数符号判断,运算求解；分类讨论,3,model_estimated,unreviewed；confidence_below_0.8；primary_confidence_low；classification_margin_low,"### 13. 已知函数 $f(x) = (a - x)\ln x + x - 1$ ，若 $\forall x_1, x_2 \in (0, +\infty), x_1 \neq x_2$ ，都有 $\frac{f(x_1) - f(x_"
exam_e34ad4ed1933_q015,EXAM-E34AD4ED1933-Q015,medium,0.838,0.812,0.065,导数与微分·切线方程·求切线,导数应用·零点问题·函数零点个数,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；classification_margin_low,"### 15. 已知函数 $f(x) = a^2 x^2 - 3ax \ln x, a > 0$ (1)当 $a = 1$ 时，求曲线 $y = f(x)$ 在 $\left(1, f(1)\right)$ 处的切线方程； (2)讨论 $f"
exam_e34ad4ed1933_q016,EXAM-E34AD4ED1933-Q016,high,0.932,0.924,0.69,导数应用·极值与最值·求极值,导数与微分·切线方程·求切线,T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,"### 16. 已知函数 $f(x) = \mathrm{e}^{x}, g(x) = \frac{a}{x}, h(x) = f(x) - g(x), a \neq 0$ . (1)当 $a = \mathsf{e}$ 时，求曲线 $y "
exam_58879b65c6e5_q003,EXAM-58879B65C6E5-Q003,medium,0.777,0.774,0.417,导数与微分·求导运算·基本函数求导,导数应用·极值与最值·求最值,,运算求解,3,model_estimated,unreviewed；confidence_below_0.8,### 3. 当 $x = 1$ 时，函数 $f(x) = a\ln x + \frac{b}{x}$ 取得最大值-2，则 $f^{\prime}(2) = (\quad)$ A. -1 B. $-\frac{1}{2}$ C. $\fra
exam_58879b65c6e5_q009,EXAM-58879B65C6E5-Q009,medium,0.789,0.788,1.0,导数与微分·导数定义·平均变化率与瞬时变化率,概率统计·概率模型·全概率公式,,运算求解,3,model_estimated,unreviewed；confidence_below_0.8,"### 9. 已知 $\overline{A}$ , $\overline{B}$ 分别为随机事件 $A$ , $B$ 的对立事件, 若 $P(A) = \frac{1}{6}$ , $P(B) = \frac{1}{2}$ , $P(A|"
exam_58879b65c6e5_q015,EXAM-58879B65C6E5-Q015,high,0.9,0.886,0.48,导数应用·极值与最值·求极值,导数与微分·切线方程·求切线,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,"### 15. 已知函数 $f(x) = \frac{x^2}{2} - a\ln x - (a - 1)x - \frac{a}{2}$ . (1)当a=-1时，求曲线 $y=f(x)$ 在点 $(1,f(1))$ 处的切线方程； (2)"
exam_b01a97c7a11b_q003,EXAM-B01A97C7A11B-Q003,medium,0.789,0.788,1.0,导数与微分·导数定义·平均变化率与瞬时变化率,概率统计·概率模型·全概率公式,,运算求解,3,model_estimated,unreviewed；confidence_below_0.8,"### 3. 假设 A, B 是两个事件，且 $P(A) > 0$ ， $P(B) > 0$ ，则下列结论一定正确的是() A. $P(B)=P(B|A)$ B. $P(AB)=P(A)P(B)$ C. $P(B|A)=P(A|B)$ D."
exam_b01a97c7a11b_q004,EXAM-B01A97C7A11B-Q004,medium,0.789,0.788,1.0,导数与微分·导数定义·平均变化率与瞬时变化率,概率统计·概率模型·全概率公式,,运算求解,3,model_estimated,unreviewed；confidence_below_0.8,"### 4. 现有两位游客慕名来江苏旅游,他们分别从太湖鼋头渚、苏州拙政园、镇江金山寺、中华恐龙园、南京夫子庙、扬州瘦西湖6个景点中随机选择1个景点游玩.记事件A为“两位游客中至少有一人选择太湖鼋头渚”,事件B为“两位游客选择的景点不同”,"
exam_b01a97c7a11b_q007,EXAM-B01A97C7A11B-Q007,medium,0.769,0.737,0.271,导数与微分·求导运算·基本函数求导,导数应用·单调性·判断单调区间,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,运算求解；数形结合,3,model_estimated,unreviewed；confidence_below_0.8,"### 7. 函数 $f(x) = ax^3 + bx^2 + cx + d$ 的图象如图所示，则下列结论成立的是（） A. $a > 0, b < 0, c > 0, d > 0$ B. $a > 0, b < 0, c < 0, d >"
exam_b01a97c7a11b_q011,EXAM-B01A97C7A11B-Q011,medium,0.789,0.788,1.0,导数与微分·导数定义·平均变化率与瞬时变化率,概率统计·概率模型·全概率公式,,运算求解,3,model_estimated,unreviewed；confidence_below_0.8,### 11. 甲罐中有5个红球，2个白球和3个黑球，乙罐中有4个红球，3个白球和3个黑球.先从甲罐中随机取出一球放入乙罐，分别以 $A_{1}$ ， $A_{2}$ 和 $A_{3}$ 表示由甲罐取出的球是红球，白球和黑球的事件；再从乙罐
exam_b01a97c7a11b_q013,EXAM-B01A97C7A11B-Q013,medium,0.745,0.713,0.079,导数应用·单调性·判断单调区间,导数应用·极值与最值·求最值,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,运算求解,3,model_estimated,unreviewed；confidence_below_0.8；primary_confidence_low；classification_margin_low,### 13. 已知函数 $f(x)=2\sin x+\sin 2x$ ，则 $f(x)$ 的最小值是 \_\_\_\_.
exam_b01a97c7a11b_q014,EXAM-B01A97C7A11B-Q014,medium,0.742,0.705,0.095,导数应用·单调性·判断单调区间,导数应用·不等式证明·构造函数证明,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,运算求解；分类讨论,3,model_estimated,unreviewed；confidence_below_0.8；primary_confidence_low；classification_margin_low,"### 14. 设 $a \in (0,1)$ ，若函数 $f(x) = a^{x} + (1 + a)^{x}$ 在 $(0, +\infty)$ 上单调递增，则 a 的取值范围是 \_\_\_\_."
exam_982ba095d8f8_q010,EXAM-982BA095D8F8-Q010,high,0.823,0.797,0.055,导数应用·极值与最值·求极值,函数综合·函数性质·奇偶性与周期性,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；classification_margin_low；casework_ability_missing,"### 10. 已知 $f(x)$ 是定义在 $(- \infty, 0) \mathrm{U}(0, +\infty)$ 上的偶函数，且当 $x > 0$ 时， $f(x) = (x - 1) \ln x$ ，则（） A. $f(1) ="
exam_982ba095d8f8_q011,EXAM-982BA095D8F8-Q011,medium,0.732,0.689,0.005,导数应用·零点问题·函数零点个数,导数应用·单调性·判断单调区间,,运算求解；数形结合；分类讨论,3,model_estimated,unreviewed；confidence_below_0.8；primary_confidence_low；classification_margin_low,"### 11. 已知函数 $f(x) = x^{2}(3 - x) - t$ （ $t \in \mathbf{R}$ ）有三个不同零点 $a, b, c$ ，其中 $a < b < c$ ，则（ ） A. $t$ 的取值范围为 $(-4,"
exam_982ba095d8f8_q015,EXAM-982BA095D8F8-Q015,medium,0.714,0.692,0.222,概率统计·概率模型·全概率公式,导数应用·极值与最值·求最值,,运算求解；逻辑推理,3,model_estimated,unreviewed；confidence_below_0.8；primary_confidence_low,### 15. 某智能系统用于处理判断题（答案只有“对”和“错”），系统内设有两个独立的预测模型，分别记为模型甲和模型乙。系统的答案输出规则如下：系统首先同时向模型甲与模型乙提问，若两者答案一致，则直接输出该答案；若两者答案不一致，系统将重
exam_982ba095d8f8_q016,EXAM-982BA095D8F8-Q016,high,0.886,0.869,0.382,导数应用·不等式证明·构造函数证明,导数与微分·切线方程·求切线,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,"### 16. 已知函数 $f(x)=ae^{x}, g(x)=\ln x+b(a,b\in\mathbf{R})$ . （1）当 $b = 1$ 时， $f(x) \geq g(x)$ 恒成立，求实数 $a$ 的取值范围； （2）证明：当"
exam_5267945b2a8f_q003,EXAM-5267945B2A8F-Q003,medium,0.789,0.788,1.0,导数与微分·导数定义·平均变化率与瞬时变化率,概率统计·概率模型·全概率公式,,运算求解,3,model_estimated,unreviewed；confidence_below_0.8,### 3. 已知 $P(B) = 0.4$ ， $P(B|A) = 0.8$ ， $P(B|\overline{A}) = 0.3$ ，则 $P(A) = (\quad)$ A. $\frac{3}{4}$ B. $\frac{3}{8}
exam_5267945b2a8f_q006,EXAM-5267945B2A8F-Q006,medium,0.789,0.788,1.0,导数与微分·导数定义·平均变化率与瞬时变化率,概率统计·概率模型·全概率公式,,运算求解,3,model_estimated,unreviewed；confidence_below_0.8,### 6. 当前，AI 已从一个研究领域变成一类赋能技术。在医药健康领域，AI 已应用于靶点发现、药物设计及临床试验等方面，显著提升了科研效率。假设某实验室 AI 辅助新药分子筛选，事件 A 是“AI 模型筛选出候选分子 M”，事件 B 
exam_5267945b2a8f_q008,EXAM-5267945B2A8F-Q008,high,0.947,0.953,0.85,导数与微分·求导运算·基本函数求导,导数与微分·切线方程·求切线,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,"### 8. 已知函数 $f(x) = x + \frac{a}{2x}$ ，过点(1,0)作曲线 $f(x)$ 的两条切线，切点为 $A(x_1, f(x_1)), B(x_2, f(x_2))$ ，其中 $0 < x_1 < x_2$ "
exam_5267945b2a8f_q010,EXAM-5267945B2A8F-Q010,medium,0.765,0.737,0.271,导数与微分·求导运算·基本函数求导,导数应用·单调性·判断单调区间,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,运算求解,3,model_estimated,unreviewed；confidence_below_0.8,### 10. 下列不等关系中，正确的是（） A. $\ln2<\frac{2}{e}$ B. $\frac{\ln3}{\ln\pi}<\frac{3}{\pi}$ C. $\frac{e}{2}>\ln3$ D. $\sqrt{e}>2
exam_5267945b2a8f_q011,EXAM-5267945B2A8F-Q011,high,0.878,0.863,0.349,导数与微分·切线方程·求切线,导数应用·极值与最值·求极值,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,"### 11. 已知函数 $f(x) = a^{2x} - x (a > 0, a \neq 1)$ ，则下列结论中正确的是（） A. 函数 $f(x)$ 恒有 1 个极值点 B. 当 $a = e$ 时，曲线 $y = f(x)$ 恒在曲"
exam_5267945b2a8f_q012,EXAM-5267945B2A8F-Q012,medium,0.792,0.792,0.778,函数综合·函数性质·奇偶性与周期性,导数应用·极值与最值·求最值,,运算求解,3,model_estimated,unreviewed；confidence_below_0.8,"### 12. 函数 $f(x) = \frac{1}{2} x - \sin x$ 在 $\left[0, \frac{\pi}{2}\right]$ 上的最大值为 \_\_\_\_."
exam_5267945b2a8f_q018,EXAM-5267945B2A8F-Q018,high,0.915,0.904,0.575,导数应用·单调性·判断单调区间,导数应用·零点问题·函数零点个数,T7导数·U7.3 导数与函数单调性·导数符号判断,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,### 18. 已知函数 $f(x) = \ln (x + 1) + \frac{1}{2} x^2$ . (1)若函数 $h(x)=f(x)-a(x+1)^{2}$ 不单调，求实数a的取值范围； (2)若曲线 $y = f(x)$ 与直线
exam_5267945b2a8f_q019,EXAM-5267945B2A8F-Q019,high,0.926,0.917,0.65,导数与微分·求导运算·基本函数求导,导数与微分·切线方程·求切线,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,### 19. 已知函数 $f(x)=x\ln(x-1)$ . (1)求曲线 $y=f(x)$ 在x=2处的切线方程; (2)设 $g(x)=f'(x)$ ，求函数 $g(x)$ 的最小值； (3)若 $\frac{f(x)}{x - a}
exam_64d466db9a64_q002,EXAM-64D466DB9A64-Q002,medium,0.742,0.705,0.095,导数应用·单调性·判断单调区间,导数应用·不等式证明·构造函数证明,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,运算求解；分类讨论,3,model_estimated,unreviewed；confidence_below_0.8；primary_confidence_low；classification_margin_low,"### 2. 已知函数 $f(x) = \cos x + ax$ 在 $\mathbf{R}$ 上单调递增，则实数 $a$ 的取值范围是（） A. $(- \infty, 0]$ B. $[0,1]$ C. $[1, +\infty)$ D"
exam_64d466db9a64_q004,EXAM-64D466DB9A64-Q004,medium,0.769,0.737,0.271,导数与微分·求导运算·基本函数求导,导数应用·单调性·判断单调区间,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,运算求解；逻辑推理,3,model_estimated,unreviewed；confidence_below_0.8,### 4. 设 $x \in \mathbb{R}$ ，则“ $x - \sin x < 0$ ”是“ $x < 0$ ”的（） A. 充分不必要条件 B. 必要不充分条件 C. 充要条件 D. 既不充分也不必要条件 ![](assets
exam_64d466db9a64_q010,EXAM-64D466DB9A64-Q010,high,0.888,0.875,0.419,导数应用·极值与最值·求极值,导数与微分·切线方程·求切线,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,"### 10. 设计一个实用的门把手, 其造型可以看作图中的曲线 $C: y^{2} = x^{3} - 2x + 2$ 的一 A. 点 $(1,1)$ 在 $C$ 上 B. 将 $C$ 在 $x$ 轴上方的部分看作函数 $f(x)$ 的图"
exam_64d466db9a64_q012,EXAM-64D466DB9A64-Q012,medium,0.744,0.712,0.195,导数与微分·求导运算·基本函数求导,导数应用·单调性·判断单调区间,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,运算求解,3,model_estimated,unreviewed；confidence_below_0.8；primary_confidence_low,### 12. 函数 $y=\frac{1}{2}x^{2}-\ln x$ 的单调递减区间为 \_\_\_\_.
exam_64d466db9a64_q014,EXAM-64D466DB9A64-Q014,medium,0.753,0.718,0.094,导数应用·单调性·判断单调区间,导数应用·零点问题·函数零点个数,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,运算求解；分类讨论,3,model_estimated,unreviewed；confidence_below_0.8；primary_confidence_low；classification_margin_low,"### 14. 已知函数 $f(x) = \begin{cases} 6\ln x, & x > 0, \\ mx^2 + 6x, & x < 0. \end{cases}$ 若关于 $a$ 的方程 $f(a) = f(-a)$ 恰有四个不"
exam_64d466db9a64_q016,EXAM-64D466DB9A64-Q016,medium,0.771,0.737,0.271,导数与微分·求导运算·基本函数求导,导数应用·单调性·判断单调区间,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,运算求解；逻辑推理,3,model_estimated,unreviewed；confidence_below_0.8,### 16. 已知函数 $f(x) = x - 2 + a\ln \frac{1}{x} (a \in \mathbf{R})$ . （1）若 $f(x)\geq -1$ ，求 $\pmb{a}$ 的值； （2）设 $n\in \math
exam_64d466db9a64_q017,EXAM-64D466DB9A64-Q017,high,0.871,0.851,0.285,导数与微分·切线方程·求切线,导数与微分·求导运算·基本函数求导,T7导数·U7.3 导数与函数单调性·导数符号判断,运算求解；逻辑推理；数形结合,3,model_estimated,unreviewed；casework_ability_missing,"### 17. 已知函数 $f(x)$ 的定义域为 $(0, +\infty)$ ，其导函数 $f'(x) = 2x + \frac{2}{x} - 2a (a \in \mathbf{R}), f(1) = 1 - 2a$ . （1）求曲"
exam_64d466db9a64_q018,EXAM-64D466DB9A64-Q018,medium,0.829,0.801,0.004,导数应用·零点问题·函数零点个数,导数应用·不等式证明·构造函数证明,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,运算求解；逻辑推理；分类讨论,3,model_estimated,unreviewed；classification_margin_low,"### 18. 已知函数 $f(x) = \frac{\ln x + a}{x}, a \in \mathbf{R}$ . （1）求函数 $f(x)$ 在区间[1,2]上的最大值； （2）当 $a = 1$ 时，若 $\mathrm{e}^"
